Part Name,Qty,Supplier,Sum: $2373.38,URL
"M3 T-Nut, Roll-in",151,Amazon,$33.36,https://www.amazon.com/100-Pack-Aluminum-Extrusions-Profile-Accessories/dp/B08YNFGYNH/ref=sr_1_21?crid=2745WD0XABG1F&dib=eyJ2IjoiMSJ9.ykBGafsemlcZmeQ86NjbOCqH4lZKhYUciEcJVsEOcQWTk3tuT4_UD-3_C0avvdcKd8HndKwkdhBy2cHyKorz0WIGoRFANuy-E0NuQdCA12YSdhj-QK2fgDjJ25Lj7HCzjYi8V6_bcJF-zVn4Ns4ncyXCBD-vP5pVMC4Pf4U-eEmM9aFfXytJ5Q07irMNqfeQ.1gCR7Y38phum0VmiDGqhJnfmxg-bjfHPTwkI0dILwgo&dib_tag=se&keywords=m3%2Btee%2Bnut&qid=1710300146&sprefix=m3%2Btee%2Bnut%2Caps%2C158&sr=8-21&th=1
M3x4mm Brass Insert (4.6mm OD),18,Amazon,$9.09,https://www.amazon.com/uxcell-Knurled-Insert-Female-Embedding/dp/B09MCWTBCC/ref=sr_1_4?crid=1HIOLYDFCD37V&dib=eyJ2IjoiMSJ9.mfZ6OEDlDwJHMUoW77GfgZ0FliEPL1Oi8GJxHF7V1KFB5ewxdlMiqYcweMJ9c1vYTzickJpjO7sBTeoOHU1L7jTdRoXEts7qQDvCCf4z52derICY3gKgEd8Se-yCUXOd4SWkB9COZsbn6NwM61No2Lumsq_0UfP5knGcSioC9wUcMLfcHvhNqfDP-zpPZd7PZK0LKOpLFpLtkqLWe5dfA-MSRcy_isx5iDRhlMlbo94.OKiPwXKYI5drwtB8fgz9yT6PwpGOC4JGCrjMY5pvmTA&dib_tag=se&keywords=m3+brass+insert&qid=1710381513&sprefix=m3+brass+insert%2Caps%2C146&sr=8-4
M3 Tee Nut - MakerBeam 15mm,4,Amazon,$19.92,https://www.amazon.com/MakerBeam-XL-MakerBeamXL-15x15mm-Diameter/dp/B06XHQHD4H20&linkCode=df0&hvadid=309793629034&hvpos=&hvnetw=g&hvrand=9382179856321490559&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9061211&hvtargid=pla-623506963327&psc=1&mcid=a30192df1e6f3d089400b67d8af3b254&tag=&ref=&adgrpid=57209603170&hvpone=&hvptwo=&hvadid=309793629034&hvpos=&hvnetw=g&hvrand=9382179856321490559&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9061211&hvtargid=pla-623506963327&gclid=Cj0KCQjwncWvBhD_ARIsAEb2HW8AP_X1E8n2nWvHUOXkyC22NKWw6XpOrFN2hVvhgYdPzIVmAH_CBJMaAjE3EALw_wcB
M3x5.7mm Brass Insert (mm OD),82,Amazon,$8.59,https://www.amazon.com/uxcell-Knurled-Insert-Female-Embedding/dp/B09MCWTBCC/ref=sr_1_4?crid=1HIOLYDFCD37V&dib=eyJ2IjoiMSJ9.mfZ6OEDlDwJHMUoW77GfgZ0FliEPL1Oi8GJxHF7V1KFB5ewxdlMiqYcweMJ9c1vYTzickJpjO7sBTeoOHU1L7jTdRoXEts7qQDvCCf4z52derICY3gKgEd8Se-yCUXOd4SWkB9COZsbn6NwM61No2Lumsq_0UfP5knGcSioC9wUcMLfcHvhNqfDP-zpPZd7PZK0LKOpLFpLtkqLWe5dfA-MSRcy_isx5iDRhlMlbo94.OKiPwXKYI5drwtB8fgz9yT6PwpGOC4JGCrjMY5pvmTA&dib_tag=se&keywords=m3+brass+insert&qid=1710381513&sprefix=m3+brass+insert%2Caps%2C146&sr=8-4
MakerBeam T-Nut for 10x10 profile,14,Amazon,$17.45,https://www.amazon.com/gp/product/B016OJNLJ2?psc=1
"M3 Acorn Nut, Cap Nut",5,Amazon,$6.99,https://www.amazon.com/Instockbolts-M3-0-5-Acorn-Stainless-100Pcs-Pack/dp/B0B8H8BNX2/ref=sr_1_1_sspa?crid=13HR2RHHBZRXJ&dib=eyJ2IjoiMSJ9.Iudtvnln-dseTTO5wsnZ6_IkZLTXHPUbEFErRHk0awndXT1PqpRNPzForgqe6b4yArd0X4anJHTdFHFz0ISsZmNWq5t2IHoaD9ivuSVw-AQXgdQv2Ds6OkoJqekBcAO-05NoFc8odhP7wxMjykQAD2NXmgK5vjeAaQ1-TfiiBl4ukGjd-RKSBUulXmgLPZZjFH8apz4eQFRKdTTHkEJmY-Ga-vORD9N0KrAYPLjiL1ygjV59MsO9rappbQKsIGas6opYuEIDhNSeoWLH41sRgEG78CFnFuyDOtoA2kW3tzY.zwFhTizRq1CmgHZuTFLvivcHRGwNy7lO4Z1fcuQ6RtQ&dib_tag=se&keywords=m3%2Bcap%2Bnut&qid=1721900387&s=industrial&sprefix=m3%2Bcap%2Bnut%2Cindustrial%2C124&sr=1-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1
"M3 Washer, (3.2mm ID, 7mm OD)",12,Amazon,$5.99,https://www.amazon.com/Washer-Stainless-Steel-Washers-100PCS/dp/B0BGH5Y5LQ/ref=sr_1_2_sspa?crid=2BFRDRWXUMY01&dib=eyJ2IjoiMSJ9.LjrXsr4i5LYHBy1Q4LMGzBRT7DBK_ZqtTnBAtRBct7hoLQuuJBdl3FFsrezZn9zZ96SSzEzrjfc1DDc2YlGPJqsWUfuATx8MTxNLAYqwqEXLYUuvJmohpCY4KfplwRGMQ61rmRDCGpbQLaLPQUVocpVL5JTaM1GwR7PHJjcqY7ATXqScRNRBLJPdnsDSoUiODYWDKzwZ1o97idwXVpy5XxOCjejYtqxiCIXDV3N4phlhKLTCOFjqzeZqFIMWk-sdrB5sbYgP07Lz9M5YJHjyBd9N8PtZQP0a-8u3okd8mVQ.IPOrYNSkD06mJn2jP5KEck5A7Zn9qCCCz7qBFlxOpfM&dib_tag=se&keywords=m3+washer&qid=1721900136&s=industrial&sprefix=m3+washer%2Cindustrial%2C142&sr=1-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
M3 Wave Spring Washer,4,Amazon,$12.88,https://www.amazon.com/gp/product/B09W4HGJ4T/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1
M3 Nyloc Hex Nut,7,Amazon,$6.99,https://www.amazon.com/100Pcs-Stainless-Self-Lock-Inserted-Clinching/dp/B075ZZW7VL/ref=sr_1_2?crid=3H93C8SGM7B16&dib=eyJ2IjoiMSJ9.js4BZNflMBqeTT6XJ_wYaoORbFNxPwEPTP3ZDxOw1hT3XMBMJe5FqNLhF6O-1Mb66uC1kcQRW1mDG2Ldcigq92uKl8pnna9mJE2LwVRR2S2kl7ObiprD9ldk1yEpWb-4D5eG2aKdUJljs5nIoNyEf6ahWtdXoig6nBzyfMmvUyNex4NSnqFfRj3GPrshvArPvQg6kIEy2G6TeDDw1XyjKdSDowoRy-NsALPl3lJ7ykiwl2aqTfSxz2SnFZ4YjbF7eDx4p_TA-UgwQfuXpj6CXmI8qOO0NKghp0VaMF6_ElY.05Yqpa_9IZjlR9iObgB20g5Deq3nj9jvv9epIKIoKR0&dib_tag=se&keywords=M3+Nyloc+Hex+Nut&qid=1721898532&s=industrial&sprefix=m3+nyloc+hex+nut%2Cindustrial%2C111&sr=1-2
"M4 Washer, (4.2mm ID, 12mm OD)",4,Amazon,$6.79,https://www.amazon.com/Piutouyar-Stainless-Washer-12mm%EF%BC%8C1mm-Thickness/dp/B0BM3Q2GCQ/ref=sr_1_2?crid=PFL79OIDRCY0&dib=eyJ2IjoiMSJ9.v6KpnH3AKAFZiTP1-VszVk7fg1yXM1zCaXs7YMsKGFry54MrxvVbRncQGH_CvLX6oruiSLnh_fRCUfGCBVNmJlnuQGzMHvMFLH5hHG9GX01MpZvrwjbqcm3gYolgrNHvYVte5Nw9jsyyXt3cNdg5DYMaW0mLDXQ8G92hHn-OdJRuaxSTpRQf8qBLas-0_lPrFvGViWPWVilRabsuFB9TF9E5uC6554kThMgFyxsdj1IoQVmAKeYhhowj3ZRXy_9nPOplJ-EBCN9eYSSOanbNyhu8A83IbLQqmcmKo5F0DLY.BybYTepixmTbFXCem77N8EA_IX7FYWk2592usS9SCZk&dib_tag=se&keywords=M4%2Bx%2B12mm%2Bwasher&qid=1721898375&s=industrial&sprefix=m4%2Bx%2B12mm%2Bwasher%2Cindustrial%2C128&sr=1-2&th=1
"Washer, Nylon (4.5mm ID, 8.5mm OD)",2,Amazon,$5.99,https://www.amazon.com/dp/B09TZSV9ZM?social_share=cm_sw_r_apan_dp_A9BVSQ19R8826YEACY7W&starsLeft=1
"M3 Oversided Washer, (3.2mm ID, 12mm OD)",2,Amazon,$6.99,https://www.amazon.com/gp/product/B0B3J83JL2/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&psc=1
M2x6mm SCFH,2,Amazon,$8.49,https://www.amazon.com/uxcell-M2x6mm-Nickle-Plated-Socket/dp/B01MYRN6A1/ref=sr_1_3?crid=3CCQGIV8TQL3R&dib=eyJ2IjoiMSJ9.X72LSCbZ1wyrlpi9ogeM1rL4T-W25ZGtsD0DECXL3sBXIcs6BYNBENO1Q-83mItWiXSBlD7FEGwf1hwbdrbXIDy0MaotNbVMVbBz2abC20yTHI0LNt-DOJvSH68TrOt0G_bsrSFuzm6MyTVLin3ohYGmmV5KSZgqdE87w8W5wWpms9pQerdO3isq1Eq9DjjIomX9-vI1I-f2Ewo8Crb1uZYengBJckKkthDZAWbGM9I.f_0hYgQ-8LWK0-9N-oIHHrVDz8rzSAZjbCtx18DmDHE&dib_tag=se&keywords=M2x6mm%2BSCFH&qid=1736761184&sprefix=m2x6mm%2Bscfh%2Caps%2C207&sr=8-3&th=1
M3x10 Thumb Screw,4,Amazon,$7.99,https://www.amazon.com/HSCRSTAR-M3x10mm-Stainless-Knurled-Adjustment/dp/B0BVKG4T1Q/ref=sr_1_4?crid=3EZR9MSV3AO2D&dib=eyJ2IjoiMSJ9.4M2HIfnQ2F3goe9DR2412RCsyy1wj4tygu237Blq9N-1T0DOJtryClSbZBXumT6WWD505PbndkNiOpjVJPGBPz8OkXdVePCGpUtbqP41OPIpBZniGwTNTgOjk_MirvwLUou13SUbxcSBCCMGuhus0Ol9SrZTOPz2xpsdW8Kd4lU4but5UQJ1cNCu2nVt6phJJfD_9hsMfff0rXGdO_vyGjbQ3ME6z0mOW7WIDM6J6yk.RWgxcZeB2hizFnYPhrWhl0-K_tPwQy3ZZkr37VKg1pM&dib_tag=se&keywords=M3x10%2BThumb%2BScrew%2Bblack&qid=1736761812&sprefix=m3x10%2Bthumb%2Bscrew%2Bblac%2Caps%2C127&sr=8-4&th=1
"PEI Flex Sheet & Magnet Sheet, 254mm x 254mm",1,Amazon,$24.79,https://www.amazon.com/HICTOP-Flexible-Platform-235x235mm-V2%EF%BC%8CEnder-3/dp/B08PFHBR2D/ref=sxin_15_pa_sp_search_thematic_sspa?content-id=amzn1.sym.d4fdc453-1595-4f7b-ba6a-eb2ac554591f%3Aamzn1.sym.d4fdc453-1595-4f7b-ba6a-eb2ac554591f&crid=3S40AY39Z93IA&cv_ct_cx=pei%2Bsheet&dib=eyJ2IjoiMSJ9.jBQJO_FL1qe4QQYZG-H_p3PQ2yd25RgFVo52s-9bAxdNoY29FrXsu1_r4u_5P2pg1sQc4q9Sf1Dfd4EJaYRV2w.RBeHuNEQD24m2jYaa3ANEa8AFGcnBivqnMKEWAnJzGA&dib_tag=se&keywords=pei%2Bsheet&pd_rd_i=B08PFHBR2D&pd_rd_r=8c863cc5-9325-4d5c-afaf-361e45258551&pd_rd_w=10UUz&pd_rd_wg=e7tPg&pf_rd_p=d4fdc453-1595-4f7b-ba6a-eb2ac554591f&pf_rd_r=QRNMWMJ77CWSGXS5DSXG&qid=1710386392&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=pei%2Bsheet%2Caps%2C156&sr=1-1-364cf978-ce2a-480a-9bb0-bdb96faa0f61-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&smid=A2UHE58S2974CT&th=1
"Silicone Heater, 500W 110V, 200mm x 200mm",1,Amazon,$32.90,https://www.amazon.com/Material-200X200mm-Flexible-Silicone-Printer/dp/B06XC5Y4XG/ref=sr_1_4_pp?crid=QCSVM79L61ZN&dib=eyJ2IjoiMSJ9.yO4WCiAaDBANLeuQg6OcrfOOX9arWPwjriFtdviOku3XYINw4nBwTuLCbF5Oa0sHQtI8mdeJHyI81_2LYWK3EWyYZekl7yCr7rVrkyv8IcM11oLLfXizt4iLgsdiBfurEvQB49awCAvcPuY0R4zASKsxReuoEKBsUlRv2An7SS_lr-hF6ydWT9aDXH_9kPCh2RO_wR7g33_wApCKSVd4n4z8En1v5gw-Ee2TD2AikQqT1HWtxLf35Z3al147oGDl6cVLvOgRJOcT4c7fRpThJhjnSbzUEhjyael1b-KMH4c.KcgEaHa2Xbr9lEx64QC9fCXHne4PgHLw9cLp9MYmtLc&dib_tag=se&keywords=silicone%2Bheater&qid=1710386703&s=industrial&sprefix=silicone%2Bheate%2Cindustrial%2C168&sr=1-4&th=1
6x3mm Neodymium Magnet,28,Amazon,$12.99,https://www.amazon.com/gp/product/B07KZQGWNN
"MakerBeam Profile 10x10, 300mm",1,Amazon,$14.57,https://www.amazon.com/gp/product/B00G2DNU4M?psc=1
"Scraper, Consumable",7,Amazon,$7.99,https://www.amazon.com/EHDIS-Plastic-Stickers-Adhesive-Clean-Orange/dp/B01HTEM6DS?dib=eyJ2IjoiMSJ9.5R0f1v469f6h0jLBkQGj71f6ptyAUVkDSCRkDkFM1gOfRL8-mvdH2w5iIOCYCh_GOS9qKsdEBD9K3eEBBWN-bM7MZn7TYQJllxLX5IMtcTre_fSmqD3k8nCyCA3-cY7KyI4jcA2C60hH8B2OnjalLRJVJAzOkFpaqykDugOp5JbcqUVkhhVB70RkYgvKD-6j8O3Yhc8KW5WEVLsY_G7dp9EBG89VEY9PQT_nc5tsqNSGKoGrtMDxIILTmEpKDzb3JYWaR0kC4ptWj9aBuS0PqOrtuYb602xZS4iX6WNJRPY.bu_hEyzuZJ9fk-RUeLA3Srf2Omr90j74q525blD_K3g&dib_tag=se
Swivel Foot 8_50_100 (w. Nut),4,Amazon,$11.59,https://www.amazon.com/dp/B0BMT4Q7WY?social_share=cm_sw_r_apan_dp_BZYXTVX1S32WC80FTAEC&starsLeft=1
"Die spring, 8mm OD, 4mm ID, 25mm L (Creality)",2,Amazon,$6.79,https://www.amazon.com/Aokin-Printer-Compression-Creality-Leveling/dp/B07P5ZS9L2/ref=sr_1_4?crid=IH8FD6FX7YEA&dib=eyJ2IjoiMSJ9.ypjfbDVwYVPu_W8BS3DPyMo47Caecva0e5e6w5zdomhCHvKaZ9VujxbIqIvYySjGfJBhQl02JgFWB8eR0n6t-hDRahbrg7OwcDNAHOYlRWXcbUCTXBfOhR3n-ZCQUAgmGRr5Xv03kbCUdYdh6v85x7_en8nLEoHfk-xkv7C_s2g36o7GAFPgVLSBEYGceeTNzi_DWuZcjXUJHzCLz8kZxBemtcKxIqGCgTT_Bz7Zi2Y.dPd2HXwt4tfjSdmLPxYEeSCtOseyQM8qSXmM80E_AHI&dib_tag=se&keywords=creality+die+spring&qid=1721897474&sprefix=creality+die+sprin%2Caps%2C155&sr=8-4
"PTFE Tube Insulator, 4mm OD, 2.5mm ID, 10mm Length",2,Amazon,$16.99,https://www.amazon.com/YOOPAI-Teflon-Extruder-Printer-Creality/dp/B0D1CHKF5R/ref=sr_1_1_sspa?crid=1K9A1RMG175CG&dib=eyJ2IjoiMSJ9.aXBtIyAd1eXUIwlsCxHgEIDHRt7bHDJi1pNUiAcESCzLuhx5Jlh6BtpQL7MmlMnPvnZ_JeyYD6qd_QqR4mRXCUMCO9RvL0XN0JJNfIIUKuWytYQ6vmWou36nXEnz1V8qBkXzzdxyhuwIFVDBqXBJz0B1EViJgdaMA1RoRHSwRylVsLYmPlhkPykN6tjZjSxOnPtPcVe3eYQTcjigPY6WRYR7i5zE9NLGOjfOIplsQIM.RO8h3dxfdGyi7YFm6pXj1-43eKWLr9r-diE2W-WtWes&dib_tag=se&keywords=ptfe+tube+2.5mm+id+4mm+od&qid=1721897695&sprefix=ptfe+tube+2.5mm+id%2Caps%2C135&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1
"PTFE Tube, 1m, Loose Tolerance (4mmOD, 3mmID)",1,Amazon,$8.99,
"Torsion Spring, 6mm belt",1,Amazon,$6.59,https://www.amazon.com/Honbay-Timing-Tensioner-Torsion-Printer/dp/B06Y2YCD9K/ref=sr_1_1?crid=2380BWVRMX4S8&dib=eyJ2IjoiMSJ9.2JlznFOI_XRvOb3bn05S-ahZ_MBURSBo4zYkXeykF1gO0hfkrske8Tu1yny6D1kau3J0dtn_IBU_d4KDsPo2xfvXW-HNMEDDGVY2Qg1Bwzveq7fLI50XjAy1utE4w61Xb3T2F_DRccCOtV8WyAF3d40rffMPIkBD2e23EgpAQa-SdJiXNTCBJHzq6NcUE-HQEFRMjyVK4b9lB7MBgnhf8fijBvUB5fujsFS_dmfYmCI.kUNDPxaxTewIRQjl0b2ZLscMjFuI9viam0qFqKHhK44&dib_tag=se&keywords=6mm+belt+tensioner+spring&qid=1733214039&sprefix=6mm+belt+tensioner+sprin%2Caps%2C170&sr=8-1
Silicone Tube 8mm ID x 12mm OD x 50mm,1,Amazon,$8.99,https://www.amazon.com/Quickun-Silicone-Brewing-Kegerator-Aquaponics/dp/B08BR63TLS/ref=sr_1_6?dib=eyJ2IjoiMSJ9.cXmDs0SByMY6yXuTMXfdaFyvDVtLWRn35S4qciZQdgQtkMjCWqUKP2od72ED76L76G3APcDHWFK-bSlpiK8kuAdP1v8QVlrfq60T8r1OEF4m_IKE2mkltcm0xUFD5h_ZxUoYqA6cUcQNkD5pKddg9FvohqL2msDD0XXrq7DALEVpXQsVao5M-JPTuiHKvsbPBDZ2NkumWzFrhyof4fXpzZ0_rvhnkK3MHAuFJzu2394EnsCMsIt2V3xMe2qk6zOv6iCe-qn1oNzSx7PrJWuIS3W4goJ3rZSuWdLY7nttKvBpLBA_BXV7aYCRXwfY1W6LDhw0fBQQwpBDUsL-Mh1TAykjM01-HSzooy4H8VP2iXQBbwALNqLt2dluUjlmaevWbS_an8KFD8X2yUWa3qoy04_yhmM82yavAjlIIkZNW6Q_YIdksIuORrwCB5Oiy5_0.BA538NZQMPMmwP1amV8Y6ipCm9SyPb5maqpj0QpzCoQ&dib_tag=se&keywords=Silicone%2BTube%2B8mm%2BID%2Bx%2B12mm%2BOD&qid=1736762011&sr=8-6&th=1
M2_5 Hex Wrench,1,Amazon,$5.99,https://www.amazon.com/uxcell-Wrench-Metric-Repairing-Furniture/dp/B0D4HCZ8KS/ref=sr_1_26?crid=1QP69MQNYZ6ZR&dib=eyJ2IjoiMSJ9.TV5kOj1AF0WJKjMAYjkHDSsbrVrPbYokumexJlWgp-FUT1-9LOjtZ5DJzFVYiHfpmNGHFlMO9D2UCBE8TC2pSEgfaS9KMaDip3AmKOQkQshqvRmpZmsXpZ0zbygyurEYVTnkFNMENhD6qvUH2U0adIFZD80wfoB7FVa1_vuBVg1SEnZB5gm-M-9DQHJNuooGBy8T0GW_km6Gn5F5QnmGHEpjfvZ136_YT3EBtSjRrWFN-mmM65eF8EEXveJJuA4YK490bvNcm6g5nwKeN2t5iAUp-pB09VpVVDYaB_2RRO_TGt5PcgL5r_GWWj6OGrEtn5DxAqDD-Zta83wLTAp1hT2mHSH5eU9nz2bPiu41EevrUqufehxWhTcYFF6ecPc7yjuSZPDlNgYJG8jIILjhmjWFkAeaArXSGuleLv0w4LfY6KTUWozyCY1GBJVXlDht.lc24l7-pneBrkzVMRUjIHxYGgtq8w76vLvDuv1bYEoM&dib_tag=se&keywords=m2.5%2Bhex%2Bwrench&qid=1736762134&sprefix=m2.5%2Bhex%2Bwrench%2Caps%2C143&sr=8-26&th=1
Stepper Motor Driver (TMC2209),4,Biqu,$28.24,https://biqu.equipment/products/bigtreetech-tmc2209-stepper-motor-driver-for-3d-printer-board-vs-tmc2208?variant=20498074763362
Stepper Motor Driver (TMC5160T Pro),2,Biqu,$27.69,https://biqu.equipment/products/tmc5160-pro-v1-0?variant=40301980680290
M5x16mm SCBH,62,Bolt_Depot,$11.78,https://boltdepot.com/Metric_socket_cap_Stainless_steel_18-8_(A-2)_5mm_x_0.8mm
M3x35mm SHCS,10,Bolt_Depot,$2.10,https://boltdepot.com/Metric_socket_cap_Stainless_steel_18-8_(A-2)_3mm_x_0.5mm
M3x30mm SHCS,16,Bolt_Depot,$2.08,https://boltdepot.com/Metric_socket_cap_Stainless_steel_18-8_(A-2)_3mm_x_0.5mm
M3 Hex Nut,36,Bolt_Depot,$2.39,https://boltdepot.com/Metric_hex_nuts_Stainless_steel_18-8_(A-2)
M5x10mm SCBH,30,Bolt_Depot,$4.80,https://boltdepot.com/Metric_socket_button_head_Stainless_steel_18-8_(A-2)_5mm_x_0.8mm
M5x35mm SCBH,9,Bolt_Depot,$2.88,https://boltdepot.com/Metric_socket_button_head_Stainless_steel_18-8_(A-2)_5mm_x_0.8mm
M3x8mm SHCS,81,Bolt_Depot,$4.10,https://boltdepot.com/Metric_socket_button_head_Stainless_steel_18-8_(A-2)_3mm_x_0.5mm
M4 Hex Nut,10,Bolt_Depot,$0.70,https://boltdepot.com/Metric_hex_nuts_Stainless_steel_18-8_(A-2)
M3x25mm SHCS,23,Bolt_Depot,$2.76,https://boltdepot.com/Metric_socket_cap_Stainless_steel_18-8_(A-2)_3mm_x_0.5mm
M3x10mm SHCS,71,Bolt_Depot,$5.00,https://boltdepot.com/Metric_socket_cap_Stainless_steel_18-8_(A-2)_3mm_x_0.5mm
M3x12mm SHCS,54,Bolt_Depot,$4.32,https://boltdepot.com/Metric_socket_cap_Stainless_steel_18-8_(A-2)_3mm_x_0.5mm
M3x40mm SHCS,32,Bolt_Depot,$6.40,https://boltdepot.com/Metric_socket_cap_Stainless_steel_18-8_(A-2)_3mm_x_0.5mm
M5x30mm SCBH,11,Bolt_Depot,$3.19,https://boltdepot.com/Metric_socket_button_head_Stainless_steel_18-8_(A-2)_5mm_x_0.8mm
M3x16mm SHCS,43,Bolt_Depot,$3.44,https://boltdepot.com/Metric_socket_cap_Stainless_steel_18-8_(A-2)_3mm_x_0.5mm
M5x40mm SHBH,8,Bolt_Depot,$2.72,https://boltdepot.com/Metric_socket_button_head_Stainless_steel_18-8_(A-2)_5mm_x_0.8mm
M5 Hex Nut,17,Bolt_Depot,$1.19,https://boltdepot.com/Metric_hex_nuts_Stainless_steel_18-8_(A-2)
M3x20mm SHCS,7,Bolt_Depot,$0.63,https://boltdepot.com/Metric_socket_cap_Stainless_steel_18-8_(A-2)_3mm_x_0.5mm
M5x20mm SCBH,28,Bolt_Depot,$5.60,https://boltdepot.com/Metric_socket_button_head_Stainless_steel_18-8_(A-2)_5mm_x_0.8mm
M5x60mm SCBH,12,Bolt_Depot,$7.20,https://boltdepot.com/Product-Details?product=11884
M3x45mm SHCS,20,Bolt_Depot,$4.80,https://boltdepot.com/Product-Details?product=6388
M3x8mm SCFH,6,Bolt_Depot,$0.36,https://boltdepot.com/Product-Details?product=7213
M4x25mm SCBH,12,Bolt_Depot,$2.04,https://boltdepot.com/Product-Details?product=6627
M4x6mm SCFH,6,Bolt_Depot,$0.84,https://boltdepot.com/Product-Details?product=6621
M3x20mm SCFH,8,Bolt_Depot,$0.80,https://boltdepot.com/Product-Details?product=7217
M2x8mm SCFH,6,Bolt_Depot,$0.54,https://boltdepot.com/Product-Details?product=24863
M2x8mm SHCS,6,Bolt_Depot,$0.96,https://boltdepot.com/Product-Details?product=22448
M2x16mm SHCS,1,Bolt_Depot,$0.27,https://boltdepot.com/Product-Details?product=22451
M2 Hex Nut,5,Bolt_Depot,$0.25,https://boltdepot.com/Product-Details?product=22990
M3x12mm SCFH,10,Bolt_Depot,$1.80,https://boltdepot.com/Product-Details?product=22624
M4x16mm SCFH,12,Bolt_Depot,$2.88,https://boltdepot.com/Product-Details?product=22653
Linear Guide - MGN9H x 300mm,5,BST_Automation,$72.00,https://www.aliexpress.us/item/3256803335691161.html?pdp_npi=4%40dis%21USD%21US%20%2436.00%21US%20%2436.00%21%21%2136.00%2136.00%21%402101d06517102942688175912d29f6%2112000026160680481%21sh01%21US%212734383106%21&spm=a2g0o.store_pc_home.productList_1998398.1005003522005913&gatewayAdapt=glo2usa
"SSR: G3NA-210B-UTU DC5-24, 10-24V trigger, 240V Output, 10A",1,Digikey,$29.53,https://www.digikey.com/en/products/detail/omron-automation-and-safety/G3NA-210B-UTU-DC5-24/634443
E3D PZ Probe Coldside,1,E3D,$76.00,https://e3d-online.com/products/revo-pz-probe-voron-edition?srsltid=AfmBOop_fdIur-jMBOer1qkGf4Y-d08vhaP5phKE83jCStDaYOe9kivj
Clicky-Clack Fridge Door Kit,1,Fabreeko,$44.99,https://www.fabreeko.com/products/clickyclackydoor-kit-by-ldo?variant=44430407303423
Radial Fan - 3010 24V (HoneyBadger),4,Fabreeko,$31.96,https://www.fabreeko.com/products/4010-blower-fan-by-honeybadger?_pos=1&_sid=c6c22df84&_ss=r
LDO Orbiter V2,1,Filastruder,$59.99,https://www.filastruder.com/products/ldo-orbiter-v2-0-dual-drive-direct-extruder
Vertigo Cowl PCB,1,JLCPCB,$40.90,https://jlcpcb.com/
Magnet - SBCX86-IN,2,KJ_Magnetics,$23.76,https://www.kjmagnetics.com/proddetail.asp?prod=SBCX86-IN
"Magnet 0.25"" x 0.25""",4,KJ_Magnetics,$3.44,https://www.kjmagnetics.com/proddetail.asp?prod=B444-N52
"Countersink Magnets, N42, (PAIR) 1/8""x1/4"", K&J R422CS-P",4,KJ_Magnetics,$2.72,https://www.kjmagnetics.com/proddetail.asp?prod=r422cs-p&srsltid=AfmBOopmXxy6AByEoRBm8eE_VWD8LqdYsn5evyVSGfy2daqzkEVqBvrz
"Magnet, 1/2"" Countersunk, K&J (R822CS-S-N52)",4,KJ_Magnetics,$4.76,https://www.kjmagnetics.com/proddetail.asp?prod=r822cs-s-n52&srsltid=AfmBOoom-WcamisXnh_EhxdjNOT_Dp5NxZgP1ehPa9GWVcHO6HxpWbfr
"Brass Bushing, Flanged, 12 ID x 14 OD x 12 length (mm)",1,McMaster,$8.32,https://www.mcmaster.com/2934T129
M2x20mm Dowel Pin,10,McMaster,$10.71,https://www.mcmaster.com/91585A240/
"Shoulder Screw M5 x 25 mm Shoulder L, 5mm thread length, M4 Thread",10,McMaster,$46.00,https://www.mcmaster.com/90278A375/
"Linear Spring, 15.24mm OD, 7.92mm Wide (1845N5)",2,McMaster,$7.22,https://www.mcmaster.com/1845N2/
"Razor Blade, 35435A12 MCMASTER",1,McMaster,$2.76,https://www.mcmaster.com/35435A12/
Aluminum 2020 370mm (Misumi - HFSB5-2020-370-TPW),8,Misumi,$87.20,https://us.misumi-ec.com/vona2/detail/110302683830/?HissuCode=HFSB5-2020-370-TPW&PNSearch=HFSB5-2020-370-TPW&searchFlow=results2type&KWSearch=HFSB5-2020-370-TPW
Aluminum 2020 500mm (Misumi - HFSB5-2020-500-LCP-RCP-AH335),2,Misumi,$33.64,https://us.misumi-ec.com/vona2/detail/110302683830/?HissuCode=HFSB5-2020-500-LCP-RCP-AH335&PNSearch=HFSB5-2020-500-LCP-RCP-AH335&searchFlow=results2type&KWSearch=HFSB5-2020-500-LCP-RCP-AH335
Aluminum 2020 120mm (Misumi -HFSB5-2020-120-RTP-LCP),2,Misumi,$21.40,https://us.misumi-ec.com/vona2/detail/110302683830/?PNSearch=HFSB5-2020-120-RTP-LCP&HissuCode=HFSB5-2020-120-RTP-LCP&searchFlow=suggest2products&Keyword=HFSB5-2020-120-RTP-LCP
